Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__Tetradesmus_obliquus,OTU3106,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__Christensenellaceae_R-7_group,s__unclassified_g__Christensenellaceae_R-7_group,OTU3249,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylocaldum,s__uncultured_bacterium_g__Methylocaldum,OTU3255,23,3.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Kryptoniales,f__BSV26,g__norank_f__BSV26,s__uncultured_soil_bacterium_g__norank_f__BSV26,OTU2961,30,4.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mollicutes_RF39,f__norank_o__Mollicutes_RF39,g__norank_o__Mollicutes_RF39,s__unclassified_g__norank_o__Mollicutes_RF39,OTU2847,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__unclassified_g__Atopobium,OTU3193,103,0.00014,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__norank_f__Steroidobacteraceae,s__unclassified_g__norank_f__Steroidobacteraceae,OTU3114,125,0.00017,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__unclassified_g__norank_o__SBR1031,OTU3263,39,5.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__norank_o__Candidatus_Peregrinibacteria,g__norank_o__Candidatus_Peregrinibacteria,s__uncultured_bacterium_g__norank_o__Candidatus_Peregrinibacteria,OTU3269,220,0.0003,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus_sciuri,OTU3211,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__unclassified_g__Geobacter,OTU2962,4,5.53547e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,s__unclassified_g__Paludibacter,OTU2851,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU3223,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84,OTU3189,289,0.0004,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__unclassified_g__Eubacterium,OTU3284,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,s__uncultured_bacterium_g__Turicibacter,OTU3214,142,0.0002,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Anaerolineaceae_UCG-001,s__uncultured_bacterium_g__Anaerolineaceae_UCG-001,OTU2970,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Macellibacteroides,s__uncultured_bacterium_g__Macellibacteroides,OTU2852,25,3.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU3270,6,8.30321e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Criblamydiaceae,g__norank_f__Criblamydiaceae,s__uncultured_organism_g__norank_f__Criblamydiaceae,OTU3242,8,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__R7C24,f__norank_o__R7C24,g__norank_o__R7C24,s__unclassified_g__norank_o__R7C24,OTU3197,37,5.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Petrimonas,s__uncultured_bacterium_g__Petrimonas,OTU3289,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU3229,12,2.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank_f__Anaerolineaceae,s__metagenome_g__norank_f__Anaerolineaceae,OTU2985,245,0.00034,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__mle1-27,g__norank_f__mle1-27,s__uncultured_bacterium_g__norank_f__mle1-27,OTU2862,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__unclassified_g__Nitrosomonas,OTU3210,14,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Pacebacteria,f__norank_o__Candidatus_Pacebacteria,g__norank_o__Candidatus_Pacebacteria,s__uncultured_bacterium_g__norank_o__Candidatus_Pacebacteria,OTU3246,4,5.53547e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__uncultured_bacterium_g__Terrimonas,OTU3000,195,0.00027,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__unclassified_o__Babeliales,g__unclassified_o__Babeliales,s__unclassified_o__Babeliales,OTU3265,21,3.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU3253,8,1.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank_f__Saprospiraceae,s__uncultured_bacterium_MK11,OTU2873,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU3247,15,2.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,f__PHOS-HE36,g__norank_f__PHOS-HE36,s__unclassified_g__norank_f__PHOS-HE36,OTU3074,62,9.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__unclassified_g__norank_o__SBR1031,OTU3262,24,3.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__norank_f__Saccharimonadaceae,s__uncultured_bacterium_g__norank_f__Saccharimonadaceae,OTU3271,8,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__U29-B03,s__uncultured_bacterium_g__U29-B03,OTU2874,8,1.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__11-24,f__norank_o__11-24,g__norank_o__11-24,s__metagenome_g__norank_o__11-24,OTU3275,79,0.00011,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84,OTU3113,82,0.00011,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank_f__Verrucomicrobiaceae,s__unclassified_g__norank_f__Verrucomicrobiaceae,OTU3268,1763,0.00244,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__SJA-28,f__norank_o__SJA-28,g__norank_o__SJA-28,s__uncultured_Chlorobi_bacterium_g__norank_o__SJA-28,OTU2878,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__A21b,g__norank_f__A21b,s__unclassified_g__norank_f__A21b,OTU3277,9,1.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales,OTU3127,15,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__OM190,o__norank_c__OM190,f__norank_c__OM190,g__norank_c__OM190,s__uncultured_bacterium_g__norank_c__OM190,OTU2911,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,s__uncultured_Syntrophus_sp._g__Syntrophus,OTU3286,5,6.91934e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Omnitrophicaeota,c__norank_p__Omnitrophicaeota,o__norank_p__Omnitrophicaeota,f__norank_p__Omnitrophicaeota,g__norank_p__Omnitrophicaeota,s__unclassified_g__norank_p__Omnitrophicaeota,OTU3280,7,9.68708e-6,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__uncultured_prokaryote_g__Subgroup_10,OTU3135,58,8.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__norank_f__Fimbriimonadaceae,s__unclassified_g__norank_f__Fimbriimonadaceae,OTU2944,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__unclassified_f__Parachlamydiaceae,s__unclassified_f__Parachlamydiaceae,OTU3142,51,7.0E-5,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__SAR324_cladeMarine_group_B,f__norank_o__SAR324_cladeMarine_group_B,g__norank_o__SAR324_cladeMarine_group_B,s__unclassified_g__norank_o__SAR324_cladeMarine_group_B,OTU2965,637,0.00088,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__uncultured_gamma_proteobacterium_g__Acidibacter,OTU3148,217,0.0003,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__unclassified_c__Bacteroidia,f__unclassified_c__Bacteroidia,g__unclassified_c__Bacteroidia,s__unclassified_c__Bacteroidia,OTU2978,310,0.00043,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84,OTU3150,525,0.00073,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__unclassified_g__norank_o__Saccharimonadales,OTU2990,24,3.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__P3OB-42,g__norank_f__P3OB-42,s__uncultured_bacterium_g__norank_f__P3OB-42,OTU3171,24,3.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_mexicana,OTU3224,31,4.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio,OTU3005,32,4.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__unclassified_f__Parachlamydiaceae,s__unclassified_f__Parachlamydiaceae,OTU3237,13,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU3062,37,5.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank_f__Anaerolineaceae,s__uncultured_Chloroflexi_bacterium_g__norank_f__Anaerolineaceae,OTU3254,6,8.30321e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Zixibacteria,c__norank_p__Zixibacteria,o__norank_p__Zixibacteria,f__norank_p__Zixibacteria,g__norank_p__Zixibacteria,s__unclassified_g__norank_p__Zixibacteria,OTU3080,29,4.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-014,s__unclassified_g__Ruminococcaceae_UCG-014,OTU3259,23,3.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45,OTU3272,211,0.00029,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14,OTU3087,124,0.00017,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio,OTU3088,10,1.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__P3OB-42,g__norank_f__P3OB-42,s__unclassified_g__norank_f__P3OB-42,OTU3118,43,6.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloparacoccus,s__uncultured_bacterium_g__Methyloparacoccus,OTU3147,40,6.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__B1-7BS,g__norank_f__B1-7BS,s__uncultured_bacterium_g__norank_f__B1-7BS,OTU3154,198,0.00027,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__unclassified_g__Luteimonas,OTU3166,13,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__RBG-13-54-9,f__norank_o__RBG-13-54-9,g__norank_o__RBG-13-54-9,s__uncultured_sludge_bacterium_A31,OTU3204,18,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus,s__metagenome_g__Trichococcus,OTU3206,28,4.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Calditrichaeota,c__Calditrichia,o__Calditrichales,f__Calditrichaceae,g__norank_f__Calditrichaceae,s__uncultured_Sulfuricurvum_sp._g__norank,OTU3228,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU3233,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__unclassified_g__norank_o__Saccharimonadales,OTU3273,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__Chlorella_sorokiniana_g__norank,OTU3283,65,9.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-013,s__metagenome_g__Ruminococcaceae_UCG-013,OTU3291,12,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Comamonas,s__Comamonas_terrigena,OTU3303,505,0.0007,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Propionivibrio,s__unclassified_g__Propionivibrio,OTU3304,4,5.53547e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__unclassified_c__Deltaproteobacteria,f__unclassified_c__Deltaproteobacteria,g__unclassified_c__Deltaproteobacteria,s__unclassified_c__Deltaproteobacteria,OTU3306,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__UBA12409,g__norank_f__UBA12409,s__uncultured_bacterium_g__norank_f__UBA12409,OTU3299,8,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_o__Subgroup_7,s__uncultured_Thermaerobacter_sp.,OTU3332,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__unclassified_g__Geobacter,OTU3290,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__unclassified_g__norank_o__Saccharimonadales,OTU3313,24,3.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Hydrogenophilaceae,g__Thiobacillus,s__unclassified_g__Thiobacillus,OTU3329,490,0.00068,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__unclassified_g__Roseomonas,OTU3295,202,0.00028,76.470588235294%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU3320,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Leptolinea,s__uncultured_bacterium_g__Leptolinea,OTU3312,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__0319-6G20,g__norank_f__0319-6G20,s__unclassified_g__norank_f__0319-6G20,OTU3292,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Saccharofermentans,s__unclassified_g__Saccharofermentans,OTU3294,11,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__A21b,g__norank_f__A21b,s__metagenome_g__norank_f__A21b,OTU3302,27,4.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__unclassified_c__Deltaproteobacteria,f__unclassified_c__Deltaproteobacteria,g__unclassified_c__Deltaproteobacteria,s__unclassified_c__Deltaproteobacteria,OTU3297,12,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__unclassified_g__Geobacter,OTU3298,9,1.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45,OTU3307,1098,0.00152,88.235294117647%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__unclassified_g__Geobacter,OTU3308,10,1.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__B1-7BS,g__norank_f__B1-7BS,s__uncultured_bacterium_g__norank_f__B1-7BS,OTU3317,9,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria,OTU3301,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Omnitrophicaeota,c__norank_p__Omnitrophicaeota,o__norank_p__Omnitrophicaeota,f__norank_p__Omnitrophicaeota,g__norank_p__Omnitrophicaeota,s__uncultured_beta_proteobacterium_g__norank_p__Omnitrophicaeota,OTU3333,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__norank_c__Gracilibacteria,f__norank_c__Gracilibacteria,g__norank_c__Gracilibacteria,s__Candidatus_Peregrinibacteria_bacterium_GW2011_GWA2_47_7,OTU3344,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__unclassified_g__norank_o__Saccharimonadales,OTU3326,5,6.91934e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__mle1-7,s__uncultured_beta_proteobacterium_g__mle1-7,OTU3354,43,6.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU3353,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__Ilumatobacteraceae,g__norank_f__Ilumatobacteraceae,s__unclassified_g__norank_f__Ilumatobacteraceae,OTU3327,19,3.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Anaeroarcus,s__Anaeroarcus_burkinensis,OTU3314,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Kiritimatiellaeota,c__Kiritimatiellae,o__WCHB1-41,f__norank_o__WCHB1-41,g__norank_o__WCHB1-41,s__unclassified_g__norank_o__WCHB1-41,OTU3335,5,6.91934e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__unclassified_g__Syntrophobacter,OTU3349,6,8.30321e-6,17.647058823529%
